method,seed,previous_confidence_threshold,new_confidence_threshold,row_scope,prefix_accuracy_curve,final_accuracy,mean_prefix_accuracy,minimum_prefix_accuracy,normalized_prefix_auc,normalized_prefix_auc_definition,ever_regressed_fraction,ever_recovered_fraction,population_destructive_rate,conditional_regression_rate,population_beneficial_rate,conditional_recovery_rate,correct_to_wrong_count,wrong_to_correct_count,first_correct_timestep_mean,stable_correct_timestep_mean,final_accuracy_change,mean_prefix_accuracy_change,minimum_prefix_accuracy_change,normalized_prefix_auc_change,matched_common_correct_support,candidate_matched_regression_count,raw_matched_regression_count,micro_matched_regression_difference,matched_common_wrong_support,candidate_matched_recovery_count,raw_matched_recovery_count,seed_recovery_preservation_ratio,first_delay_mean,first_delay_median,first_delay_q25,first_delay_q75,first_fraction_delayed,first_fraction_accelerated,first_fraction_unchanged,stable_delay_mean,stable_delay_median,stable_delay_q25,stable_delay_q75,stable_fraction_delayed,stable_fraction_accelerated,stable_fraction_unchanged,macro_matched_regression_difference,overall_keep_rate,keep_count,action_count,keep_rate_W_TO_W,switch_rate_W_TO_W,support_W_TO_W,keep_rate_W_TO_C,switch_rate_W_TO_C,support_W_TO_C,keep_rate_C_TO_W,switch_rate_C_TO_W,support_C_TO_W,keep_rate_C_TO_C,switch_rate_C_TO_C,support_C_TO_C,keep_rate_t1_to_t2,keep_rate_t2_to_t3,keep_rate_t3_to_t4,keep_rate_t4_to_t5,keep_rate_t5_to_t6,keep_rate_t6_to_t7,keep_rate_t7_to_t8,C_TO_W_keep_recall,W_TO_C_false_keep_rate,guardrail_pass,final_accuracy_mean,final_accuracy_sample_std,mean_prefix_accuracy_mean,mean_prefix_accuracy_sample_std,minimum_prefix_accuracy_mean,minimum_prefix_accuracy_sample_std,normalized_prefix_auc_mean,normalized_prefix_auc_sample_std,ever_regressed_fraction_mean,ever_regressed_fraction_sample_std,ever_recovered_fraction_mean,ever_recovered_fraction_sample_std,population_destructive_rate_mean,population_destructive_rate_sample_std,conditional_regression_rate_mean,conditional_regression_rate_sample_std,population_beneficial_rate_mean,population_beneficial_rate_sample_std,conditional_recovery_rate_mean,conditional_recovery_rate_sample_std,correct_to_wrong_count_mean,correct_to_wrong_count_sample_std,wrong_to_correct_count_mean,wrong_to_correct_count_sample_std,first_correct_timestep_mean_mean,first_correct_timestep_mean_sample_std,stable_correct_timestep_mean_mean,stable_correct_timestep_mean_sample_std,final_accuracy_change_mean,final_accuracy_change_sample_std,mean_prefix_accuracy_change_mean,mean_prefix_accuracy_change_sample_std,minimum_prefix_accuracy_change_mean,minimum_prefix_accuracy_change_sample_std,normalized_prefix_auc_change_mean,normalized_prefix_auc_change_sample_std,matched_common_correct_support_mean,matched_common_correct_support_sample_std,candidate_matched_regression_count_mean,candidate_matched_regression_count_sample_std,raw_matched_regression_count_mean,raw_matched_regression_count_sample_std,micro_matched_regression_difference_mean,micro_matched_regression_difference_sample_std,matched_common_wrong_support_mean,matched_common_wrong_support_sample_std,candidate_matched_recovery_count_mean,candidate_matched_recovery_count_sample_std,raw_matched_recovery_count_mean,raw_matched_recovery_count_sample_std,seed_recovery_preservation_ratio_mean,seed_recovery_preservation_ratio_sample_std,first_delay_mean_mean,first_delay_mean_sample_std,first_delay_median_mean,first_delay_median_sample_std,first_delay_q25_mean,first_delay_q25_sample_std,first_delay_q75_mean,first_delay_q75_sample_std,first_fraction_delayed_mean,first_fraction_delayed_sample_std,first_fraction_accelerated_mean,first_fraction_accelerated_sample_std,first_fraction_unchanged_mean,first_fraction_unchanged_sample_std,stable_delay_mean_mean,stable_delay_mean_sample_std,stable_delay_median_mean,stable_delay_median_sample_std,stable_delay_q25_mean,stable_delay_q25_sample_std,stable_delay_q75_mean,stable_delay_q75_sample_std,stable_fraction_delayed_mean,stable_fraction_delayed_sample_std,stable_fraction_accelerated_mean,stable_fraction_accelerated_sample_std,stable_fraction_unchanged_mean,stable_fraction_unchanged_sample_std,macro_matched_regression_difference_mean,macro_matched_regression_difference_sample_std,overall_keep_rate_mean,overall_keep_rate_sample_std,keep_count_mean,keep_count_sample_std,action_count_mean,action_count_sample_std,keep_rate_W_TO_W_mean,keep_rate_W_TO_W_sample_std,switch_rate_W_TO_W_mean,switch_rate_W_TO_W_sample_std,support_W_TO_W_mean,support_W_TO_W_sample_std,keep_rate_W_TO_C_mean,keep_rate_W_TO_C_sample_std,switch_rate_W_TO_C_mean,switch_rate_W_TO_C_sample_std,support_W_TO_C_mean,support_W_TO_C_sample_std,keep_rate_C_TO_W_mean,keep_rate_C_TO_W_sample_std,switch_rate_C_TO_W_mean,switch_rate_C_TO_W_sample_std,support_C_TO_W_mean,support_C_TO_W_sample_std,keep_rate_C_TO_C_mean,keep_rate_C_TO_C_sample_std,switch_rate_C_TO_C_mean,switch_rate_C_TO_C_sample_std,support_C_TO_C_mean,support_C_TO_C_sample_std,keep_rate_t1_to_t2_mean,keep_rate_t1_to_t2_sample_std,keep_rate_t2_to_t3_mean,keep_rate_t2_to_t3_sample_std,keep_rate_t3_to_t4_mean,keep_rate_t3_to_t4_sample_std,keep_rate_t4_to_t5_mean,keep_rate_t4_to_t5_sample_std,keep_rate_t5_to_t6_mean,keep_rate_t5_to_t6_sample_std,keep_rate_t6_to_t7_mean,keep_rate_t6_to_t7_sample_std,keep_rate_t7_to_t8_mean,keep_rate_t7_to_t8_sample_std,C_TO_W_keep_recall_mean,C_TO_W_keep_recall_sample_std,W_TO_C_false_keep_rate_mean,W_TO_C_false_keep_rate_sample_std,pooled_matched_recovery_preservation,regression_improved_seed_count,previous_confidence_threshold_mean,previous_confidence_threshold_sample_std,new_confidence_threshold_mean,new_confidence_threshold_sample_std
confidence_hysteresis,5,0.7,0.6,seed,"[71.4800033569336, 86.98999786376953, 91.57999420166016, 96.24000549316406, 97.89999389648438, 98.30999755859375, 98.68000030517578, 98.93000030517578]",98.93000030517578,92.51374816894531,71.4800033569336,92.51374816894531,arithmetic mean of prefix accuracy percentages,0.016300000250339508,0.28870001435279846,0.2357142857142857,0.2573380330016532,4.1571428571428575,49.472968378102685,165,2910,1.5083073377609253,1.548569679260254,-0.04999542236328125,-0.25250244140625,0.0,-0.25250244140625,64081,157,189,-0.04993679873909583,5648,2701,2930,0.9218430034129693,0.023159801959991455,0.0,0.0,0.0,0.02084382250905037,0.0,0.9791561961174011,0.016073595732450485,0.0,0.0,0.0,0.020723817870020866,0.002122927689924836,0.9771532416343689,-0.05711284713996947,0.005471428390592337,383,70000,0.03843338042497635,0.9615666270256042,2732,0.07619047909975052,0.9238095283508301,3150,0.18719211220741272,0.8128078579902649,203,0.0,1.0,63915,0.015599999576807022,0.011099999770522118,0.006000000052154064,0.0024999999441206455,0.0017000000225380063,0.000699999975040555,0.000699999975040555,0.18719211220741272,0.07619047909975052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,aggregate,0.7,0.6,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,98.86666615804036,0.08505132587914735,93.65208180745442,1.2664441394774124,76.42333475748698,5.6096387279701485,93.65208180745442,1.2664441394774124,0.017600000525514286,0.0023388034403163368,0.2401666740576426,0.053685880665396084,0.25666666666666665,0.03264944707889894,0.27596070002859796,0.030824358860503744,3.4628571428571426,0.7702583717063215,48.68733216367239,0.9993457728593912,179.66666666666666,22.854612955229264,2424.0,539.1808601944249,1.4155790011088054,0.10310463407032609,1.459065834681193,0.09632439235718246,-0.016665140787760418,0.030548706709130638,-0.19625345865885416,0.07025825554390665,0.0,0.0,-0.19625345865885416,0.07025825554390665,64991.666666666664,1006.9068146225516,165.0,19.28730152198591,205.0,26.851443164195103,-0.06142096137741438,0.012160488465930201,4766.333333333333,967.0803137968084,2252.0,494.50075834117786,2442.3333333333335,539.9966049275989,0.9223235384474003,0.0022864157738358127,0.019802195640901726,0.004197201341435233,0.0,0.0,0.0,0.0,0.0,0.0,0.01694946674009164,0.004464313872242096,0.0,0.0,0.983050545056661,0.0044643185569145484,0.011770535415659348,0.006048111061155058,0.0,0.0,0.0,0.0,0.0,0.0,0.016896285427113373,0.004502038218122992,0.002158259080412487,0.00045508685958166946,0.9809454480806986,0.004184026927357367,-0.06657052245583969,0.011135939480193837,0.004819047482063373,0.0008829834604459024,337.3333333333333,61.80884510596629,70000.0,0.0,0.03724360962708791,0.0023985565415010086,0.9627563953399658,0.002398535433306371,2337.6666666666665,426.50244235330393,0.07716985543568929,0.0034676803766744927,0.9228301445643107,0.0034676855670174324,2627.3333333333335,587.1638045156848,0.20449635883172354,0.015948276570029826,0.7955036362012228,0.015948248713003304,226.0,30.04995840263344,0.0,0.0,1.0,0.0,64809.0,983.806891620505,0.013966666534543037,0.001823000935586762,0.009233333170413971,0.0023459183335714433,0.004566666670143604,0.0013576941609622182,0.00230000001223137,0.0005291502653457828,0.0014000000276913245,0.00026457512167267684,0.0013333333190530539,0.0007094598537864356,0.0009333333000540733,0.00040414517402239574,0.20449635883172354,0.015948276570029826,0.07716985543568929,0.0034676803766744927,0.9220690596424185,3,0.6999999999999998,1.3597399555105182e-16,0.6,0.0
confidence_hysteresis,3,0.7,0.7,seed,"[82.52000427246094, 91.11000061035156, 94.20999908447266, 96.95999908447266, 98.1199951171875, 98.37999725341797, 98.68999481201172, 98.8699951171875]",98.8699951171875,94.85749816894531,82.52000427246094,94.85749816894531,arithmetic mean of prefix accuracy percentages,0.01730000041425228,0.17980000376701355,0.24857142857142858,0.26364035818724524,2.584285714285714,45.213696575856034,174,1809,1.3160438537597656,1.3622939586639404,-0.0200042724609375,-0.27625274658203125,0.0,-0.27625274658203125,65916,157,226,-0.10467868195885673,3699,1575,1842,0.8550488599348535,0.02900594286620617,0.0,0.0,0.0,0.022258032113313675,0.0,0.9777419567108154,0.01265054102987051,0.0,0.0,0.0,0.023378200829029083,0.004554194863885641,0.9720675945281982,-0.11179745765261671,0.007457142695784569,522,70000,0.06535600125789642,0.9346439838409424,1882,0.146295428276062,0.853704571723938,2119,0.33840304613113403,0.661596953868866,263,0.0,1.0,65736,0.019700000062584877,0.01269999984651804,0.007400000002235174,0.0044999998062849045,0.0031999999191612005,0.002899999963119626,0.0017999999690800905,0.33840304613113403,0.146295428276062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,4,0.7,0.7,seed,"[75.2699966430664, 88.1500015258789, 92.69000244140625, 96.0300064086914, 97.91999816894531, 98.5, 98.76000213623047, 98.70999908447266]",98.70999908447266,93.25375366210938,75.2699966430664,93.25375366210938,arithmetic mean of prefix accuracy percentages,0.014499999582767487,0.24740000069141388,0.21285714285714286,0.23017981832787493,3.5614285714285714,47.323462414578586,149,2493,1.447556734085083,1.4789788722991943,-0.06999969482421875,-0.3912506103515625,0.0,-0.3912506103515625,64654,129,187,-0.08970829337705323,4884,2163,2520,0.8583333333333333,0.03697732836008072,0.0,0.0,0.0,0.0320403017103672,0.0,0.9679597020149231,0.02554226666688919,0.0,0.0,0.0,0.03273869678378105,0.0030407460872083902,0.9642205834388733,-0.0981327551286095,0.008785714395344257,615,70000,0.05716687813401222,0.9428331255912781,2379,0.1370716542005539,0.8629283308982849,2889,0.35775861144065857,0.642241358757019,232,0.0,1.0,64500,0.024299999698996544,0.016599999740719795,0.008999999612569809,0.00430000014603138,0.002099999925121665,0.003000000026077032,0.002199999988079071,0.35775861144065857,0.1370716542005539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,5,0.7,0.7,seed,"[71.4800033569336, 86.25, 91.02999877929688, 95.76000213623047, 97.58999633789062, 98.22999572753906, 98.50999450683594, 98.81999969482422]",98.81999969482422,92.20875549316406,71.4800033569336,92.20875549316406,arithmetic mean of prefix accuracy percentages,0.014299999922513962,0.28630000352859497,0.2057142857142857,0.22540502465367457,4.111428571428571,47.06459525756337,144,2878,1.5264166593551636,1.5630439519882202,-0.15999603271484375,-0.5574951171875,0.0,-0.5574951171875,63818,124,181,-0.08931649377918456,5618,2465,2917,0.8450462804250942,0.046581972390413284,0.0,0.0,0.0,0.04022988677024841,0.0,0.959770143032074,0.03602874279022217,0.0,0.0,0.0,0.04139257222414017,0.0034409472718834877,0.9551664590835571,-0.10404802091590769,0.010614286176860332,743,70000,0.05912596359848976,0.9408740401268005,2723,0.15153302252292633,0.8484669923782349,3392,0.3207547068595886,0.6792452931404114,212,0.0,1.0,63673,0.02889999933540821,0.019500000402331352,0.011900000274181366,0.006399999838322401,0.0034000000450760126,0.002400000113993883,0.0017999999690800905,0.3207547068595886,0.15153302252292633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,aggregate,0.7,0.7,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98.7999979654948,0.08185190592312488,93.44000244140625,1.3341573732016723,76.42333475748698,5.6096387279701485,93.44000244140625,1.3341573732016723,0.015366666639844576,0.001677299787895574,0.23783333599567413,0.05389066052995403,0.22238095238095237,0.022961073240459425,0.2397417337229316,0.020834055105104107,3.419047619047619,0.7734633657978202,46.53391808266599,1.1506483700627055,155.66666666666666,16.072751268321593,2393.3333333333335,541.4243560584741,1.4300057490666707,0.10627891201859932,1.4681055943171184,0.10081572836359026,-0.08333333333333333,0.07094196692836757,-0.40833282470703125,0.14139720397310052,0.0,0.0,-0.40833282470703125,0.14139720397310052,64796.0,1056.18369614381,136.66666666666666,17.7857620959388,198.0,24.43358344574123,-0.09456782303836485,0.008758451793198972,4733.666666666667,968.2924833609592,2067.6666666666665,452.594004968397,2426.3333333333335,543.5865463137708,0.8528094912310937,0.006920803630368383,0.03752174787223339,0.008800653266255834,0.0,0.0,0.0,0.0,0.0,0.0,0.0315094068646431,0.00899768175450816,0.0,0.0,0.9684906005859375,0.00899766145703307,0.024740516828993957,0.011709704585891616,0.0,0.0,0.0,0.0,0.0,0.0,0.032503156612316765,0.009009495189494758,0.003678629407659173,0.0007842202484995113,0.9638182123502096,0.008457749210000871,-0.10465941123237797,0.006852836810891348,0.00895238108932972,0.0015851567998743312,626.6666666666666,110.9609540934708,70000.0,0.0,0.060549614330132805,0.004276157204642336,0.9394503831863403,0.004276167672678794,2328.0,422.81319752344535,0.14496670166651407,0.00732167530289481,0.855033298333486,0.007321660586920251,2800.0,641.1497484987419,0.3389721214771271,0.018508514895131244,0.6610278685887655,0.01850853002009132,235.66666666666666,25.696951829610715,0.0,0.0,1.0,0.0,64636.333333333336,1038.2352013553254,0.024299999698996544,0.004599999636411667,0.016266666663189728,0.003412233153698189,0.009433333296328783,0.002281081798837789,0.0050666665968795615,0.001159022482774917,0.002899999963119626,0.0007000000415635984,0.0027666667010635138,0.00032145496216863653,0.0019333333087464173,0.00023094011864491682,0.3389721214771271,0.018508514895131244,0.14496670166651407,0.00732167530289481,0.8521774969089161,3,0.6999999999999998,1.3597399555105182e-16,0.6999999999999998,1.3597399555105182e-16
confidence_hysteresis,3,0.7,0.8,seed,"[82.52000427246094, 90.56999969482422, 93.80999755859375, 96.69000244140625, 97.87999725341797, 98.18999481201172, 98.52999877929688, 98.69999694824219]",98.69999694824219,94.61124420166016,82.52000427246094,94.61124420166016,arithmetic mean of prefix accuracy percentages,0.01590000092983246,0.17669999599456787,0.22857142857142856,0.24309090080371928,2.54,42.525711552260226,160,1778,1.3242534399032593,1.3675785064697266,-0.19000244140625,-0.5225067138671875,0.0,-0.5225067138671875,65708,141,224,-0.12631643026724296,3671,1414,1830,0.7726775956284153,0.043179985135793686,0.0,0.0,0.0,0.03480629622936249,0.0,0.9651936888694763,0.026257095858454704,0.0,0.0,0.0,0.03659772872924805,0.005677210167050362,0.9577250480651855,-0.13584740390839983,0.011699999682605267,819,70000,0.08940042555332184,0.9105995893478394,1868,0.23130133748054504,0.7686986327171326,2313,0.4223826825618744,0.577617347240448,277,0.0,1.0,65542,0.02800000086426735,0.019999999552965164,0.011699999682605267,0.007199999876320362,0.006300000008195639,0.004999999888241291,0.003700000001117587,0.4223826825618744,0.23130133748054504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,4,0.7,0.8,seed,"[75.2699966430664, 87.11000061035156, 91.83999633789062, 95.62000274658203, 97.54999542236328, 98.25999450683594, 98.6500015258789, 98.6500015258789]",98.6500015258789,92.8687515258789,75.2699966430664,92.8687515258789,arithmetic mean of prefix accuracy percentages,0.013000000268220901,0.24549999833106995,0.19142857142857142,0.20797765016296757,3.5314285714285716,44.380610412926394,134,2472,1.4733232259750366,1.5021793842315674,-0.12999725341796875,-0.7762527465820312,0.0,-0.7762527465820312,64337,112,176,-0.09947619565724233,4869,1936,2516,0.7694753577106518,0.0656580924987793,0.0,0.0,0.0,0.05295007675886154,0.0,0.9470499157905579,0.05202839896082878,0.0,0.0,0.0,0.05385395511984825,0.0035496957134455442,0.9425963759422302,-0.11110644274597481,0.01461428590118885,1023,70000,0.08659100532531738,0.9134089946746826,2379,0.2253212183713913,0.7746787667274475,3191,0.42241379618644714,0.5775862336158752,232,0.0,1.0,64198,0.03819999843835831,0.027400000020861626,0.01489999983459711,0.008799999952316284,0.004999999888241291,0.004800000227987766,0.0031999999191612005,0.42241379618644714,0.2253212183713913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,5,0.7,0.8,seed,"[71.4800033569336, 85.29999542236328, 90.19000244140625, 95.2300033569336, 97.33000183105469, 98.0, 98.3699951171875, 98.68999481201172]",98.68999481201172,91.8237533569336,71.4800033569336,91.8237533569336,arithmetic mean of prefix accuracy percentages,0.012900000438094139,0.2840999960899353,0.18571428571428572,0.20443465953766315,4.072857142857143,44.477379095163805,130,2851,1.5483187437057495,1.581315279006958,-0.29000091552734375,-0.9424972534179688,0.0,-0.9424972534179688,63511,111,174,-0.09919541496748595,5606,2250,2912,0.7726648351648352,0.07310915738344193,0.0,0.0,0.0,0.05937594547867775,0.0,0.9406240582466125,0.06020677089691162,0.0,0.0,0.0,0.060510843992233276,0.0039529697969555855,0.9355362057685852,-0.11578719968021414,0.016185713931918144,1133,70000,0.07895703613758087,0.9210429787635803,2723,0.22674261033535004,0.7732573747634888,3687,0.38679245114326477,0.6132075190544128,212,0.0,1.0,63378,0.041999999433755875,0.029999999329447746,0.017799999564886093,0.009200000204145908,0.006000000052154064,0.004600000102072954,0.003700000001117587,0.38679245114326477,0.22674261033535004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,aggregate,0.7,0.8,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,98.67999776204427,0.026454514177347097,93.10124969482422,1.40821441949754,76.42333475748698,5.6096387279701485,93.10124969482422,1.40821441949754,0.013933333878715834,0.0017039173861919386,0.23543333013852438,0.05440306389805025,0.2019047619047619,0.0232700794721345,0.21850107016811668,0.021368973388033043,3.3814285714285717,0.7773594761125904,43.79456702011681,1.0999257671305145,141.33333333333334,16.289055630494158,2367.0,544.1516332788132,1.4486318031946819,0.11405509572664534,1.4836910565694172,0.10806116637564728,-0.20333353678385416,0.08083057311486691,-0.7470855712890625,0.21150899842315732,0.0,0.0,-0.7470855712890625,0.21150899842315732,64518.666666666664,1109.7091210462918,121.33333333333333,17.03917055884274,191.33333333333334,28.307831660749525,-0.10832934696399042,0.015577903702602121,4715.333333333333,976.6096115302846,1866.6666666666667,422.29057926187903,2419.3333333333335,547.4388854779439,0.7716059295013008,0.001845140326286755,0.0606490783393383,0.015580645204690968,0.0,0.0,0.0,0.0,0.0,0.0,0.049044106155633926,0.012742031659965111,0.0,0.0,0.950955887635549,0.012742022966404839,0.04616408857206503,0.017718287475262048,0.0,0.0,0.0,0.0,0.0,0.0,0.05032084261377653,0.01234185696646273,0.0043932918924838305,0.0011300407507838556,0.9452858765920004,0.01133627985384471,-0.1209136821115296,0.013143036422345308,0.014166666505237421,0.0022761108110867737,991.6666666666666,159.32775443510567,70000.0,0.0,0.08498282233874004,0.005404237690085462,0.9150171875953674,0.0054042399072217525,2323.3333333333335,430.20963881964957,0.22778838872909546,0.003124211176686848,0.7722115914026896,0.003124219554324671,3063.6666666666665,695.794030826173,0.41052964329719543,0.020557017306235822,0.589470366636912,0.020556982893487973,240.33333333333334,33.291640592396966,0.0,0.0,1.0,0.0,64372.666666666664,1092.5224635371728,0.03606666624546051,0.007239704391089514,0.025799999634424847,0.005188448690105869,0.01479999969402949,0.0030512292050977885,0.008400000010927519,0.0010583006626941303,0.005766666649530332,0.0006806860036428738,0.004800000072767337,0.00019999989308421362,0.003533333307132125,0.0002886751819123547,0.41052964329719543,0.020557017306235822,0.22778838872909546,0.003124211176686848,0.7715624138881234,3,0.6999999999999998,1.3597399555105182e-16,0.8000000000000002,1.3597399555105182e-16
confidence_hysteresis,3,0.8,0.5,seed,"[82.52000427246094, 91.8699951171875, 94.52000427246094, 97.3499984741211, 98.33999633789062, 98.54000091552734, 98.77999877929688, 98.88999938964844]",98.88999938964844,95.10125732421875,82.52000427246094,95.10125732421875,arithmetic mean of prefix accuracy percentages,0.023800000548362732,0.18490000069141388,0.3457142857142857,0.36560309402949,2.684285714285714,49.34348739495798,242,1879,1.2956442832946777,1.3551421165466309,0.0,-0.03249359130859375,0.0,-0.03249359130859375,66184,239,246,-0.010576574398646198,3774,1851,1884,0.982484076433121,0.004023740068078041,0.0,0.0,0.0,0.0031183985993266106,0.0,0.9968816041946411,0.0014157143887132406,0.0,0.0,0.0,0.002528061391785741,0.0004044898378197104,0.9970674514770508,-0.011459723490441052,0.0008571428479626775,60,70000,0.00949868094176054,0.990501344203949,1895,0.017773130908608437,0.9822268486022949,1913,0.03200000151991844,0.9679999947547913,250,0.0,1.0,65942,0.0034000000450760126,0.00139999995008111,0.0006000000284984708,0.0003000000142492354,0.00019999999494757503,9.999999747378752e-05,0.0,0.03200000151991844,0.017773130908608437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,4,0.8,0.5,seed,"[75.2699966430664, 89.3800048828125, 93.33999633789062, 96.55000305175781, 98.12999725341797, 98.58999633789062, 98.8499984741211, 98.77999877929688]",98.77999877929688,93.61125183105469,75.2699966430664,93.61125183105469,arithmetic mean of prefix accuracy percentages,0.01889999955892563,0.25130000710487366,0.28,0.3014874405869776,3.638571428571429,51.05231509320505,196,2547,1.4202898740768433,1.4616318941116333,0.0,-0.03375244140625,0.0,-0.03375244140625,65008,195,197,-0.0030765444253015015,4959,2522,2552,0.9882445141065831,0.003723832545801997,0.0,0.0,0.0,0.0029186794999986887,0.0,0.9970813393592834,0.0021259363275021315,0.0,0.0,0.0,0.0024296415504068136,0.00010123506945092231,0.9974691271781921,-0.003795858718138511,0.0008999999845400453,63,70000,0.012437811121344566,0.9875621795654297,2412,0.011641443707048893,0.9883585572242737,2577,0.015075377188622952,0.9849246144294739,199,0.0,1.0,64812,0.003800000064074993,0.001500000013038516,0.0005000000237487257,0.00039999998989515007,0.0,9.999999747378752e-05,0.0,0.015075377188622952,0.011641443707048893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confidence_hysteresis,5,0.8,0.5,seed,"[71.4800033569336, 87.54000091552734, 92.0999984741211, 96.56999969482422, 98.07999420166016, 98.36000061035156, 98.70999908447266, 98.97999572753906]",98.97999572753906,92.72750091552734,71.4800033569336,92.72750091552734,arithmetic mean of prefix accuracy percentages,0.01940000057220459,0.2906000018119812,0.2842857142857143,0.30956381059050464,4.212857142857143,51.592022393282015,199,2949,1.4916465282440186,1.5388967990875244,0.0,-0.03874969482421875,0.0,-0.03874969482421875,64282,197,199,-0.003111290874583865,5683,2920,2953,0.9888249238062987,0.003321256022900343,0.0,0.0,0.0,0.0030193235725164413,0.0,0.9969806671142578,0.0028288543689996004,0.0,0.0,0.0,0.0028288543689996004,0.0,0.99717116355896,-0.0036306545223689373,0.000942857121117413,66,70000,0.011338697746396065,0.9886612892150879,2734,0.011066398583352566,0.9889336228370667,2982,0.009950248524546623,0.9900497794151306,201,0.0,1.0,64083,0.0034000000450760126,0.0012000000569969416,0.0012000000569969416,0.00039999998989515007,0.0003000000142492354,9.999999747378752e-05,0.0,0.009950248524546623,0.011066398583352566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
